Code vehicule,Code chauffeur,Date (GMT),Latitude,Longitude,Vitesse,I/O,Valide
6243,03929,2022-05-25 10:56:31,25.51735,-103.35766,0,00,1,
6243,03929,2022-05-25 10:56:31,25.51735,-103.35766,0,04,1,
6243,03929,2022-05-25 10:57:02,25.51738,-103.35763,0,00,1,
6243,03929,2022-05-25 10:57:32,25.51737,-103.35763,0,00,1,
6243,03929,2022-05-25 10:58:02,25.51737,-103.35762,0,00,1,
6243,03929,2022-05-25 10:58:33,25.51736,-103.35762,0,00,1,
6243,03929,2022-05-25 10:59:03,25.51736,-103.35762,0,00,1,
6243,03929,2022-05-25 10:59:33,25.51736,-103.35762,0,00,1,
6243,03929,2022-05-25 11:00:04,25.51736,-103.35761,0,00,1,
6243,03929,2022-05-25 11:00:34,25.51736,-103.35761,0,00,1,
6243,03929,2022-05-25 11:01:04,25.51736,-103.35761,0,00,1,
6243,03929,2022-05-25 11:01:30,25.51736,-103.35761,0,00,1,
6243,03929,2022-05-25 11:02:00,25.51736,-103.35761,0,00,1,
6243,03929,2022-05-25 11:02:30,25.51736,-103.3576,0,00,1,
6243,03929,2022-05-25 11:03:00,25.51736,-103.3576,0,00,1,
6243,03929,2022-05-25 11:03:31,25.51736,-103.3576,0,00,1,
6243,03929,2022-05-25 11:03:57,25.51736,-103.3576,0,00,1,
6243,03929,2022-05-25 11:04:28,25.51736,-103.35761,0,00,1,
6243,03929,2022-05-25 11:04:58,25.51737,-103.35761,0,00,1,
6243,03929,2022-05-25 11:05:28,25.51737,-103.35761,0,00,1,
6243,03929,2022-05-25 11:05:59,25.51737,-103.35762,0,00,1,
6243,03929,2022-05-25 11:06:24,25.51737,-103.35762,0,00,1,
6243,03929,2022-05-25 11:06:54,25.51737,-103.35761,0,00,1,
6243,03929,2022-05-25 11:07:25,25.51737,-103.35761,0,00,1,
6243,03929,2022-05-25 11:07:55,25.51737,-103.35761,0,00,1,
6243,03929,2022-05-25 11:08:25,25.51737,-103.35762,0,00,1,
6243,03929,2022-05-25 11:08:56,25.51737,-103.35762,0,00,1,
6243,03929,2022-05-25 11:09:26,25.51737,-103.35762,0,00,1,
6243,03929,2022-05-25 11:09:56,25.51737,-103.35762,0,00,1,
6243,03929,2022-05-25 11:10:27,25.51737,-103.35762,0,00,1,
6243,03929,2022-05-25 11:10:57,25.51737,-103.35762,0,00,1,
6243,03929,2022-05-25 11:11:28,25.51737,-103.35762,0,00,1,
6243,03929,2022-05-25 11:11:53,25.51737,-103.35762,0,00,1,
6243,03929,2022-05-25 11:12:23,25.51737,-103.35762,0,00,1,
6243,03929,2022-05-25 11:12:54,25.51737,-103.35761,0,00,1,
6243,03929,2022-05-25 11:13:24,25.51737,-103.35761,0,00,1,
6243,03929,2022-05-25 11:13:54,25.51735,-103.35756,6,00,1,
6243,03929,2022-05-25 11:14:24,25.51453,-103.3569,57,00,1,
6243,03929,2022-05-25 11:14:55,25.51336,-103.35633,0,00,1,
6243,03929,2022-05-25 11:15:25,25.51303,-103.35625,25,00,1,
6243,03929,2022-05-25 11:15:55,25.51036,-103.35619,33,00,1,
6243,03929,2022-05-25 11:16:26,25.50772,-103.35624,39,00,1,
6243,03929,2022-05-25 11:16:56,25.50501,-103.35633,27,00,1,
6243,03929,2022-05-25 11:17:22,25.50467,-103.35909,49,00,1,
6243,03929,2022-05-25 11:17:52,25.5046,-103.36148,19,00,1,
6243,03929,2022-05-25 11:18:22,25.50447,-103.36549,35,00,1,
6243,03929,2022-05-25 11:18:53,25.50445,-103.3658,0,00,1,
6243,03929,2022-05-25 11:19:23,25.50472,-103.36803,57,00,1,
6243,03929,2022-05-25 11:19:53,25.50744,-103.37234,68,00,1,
6243,03929,2022-05-25 11:20:24,25.51052,-103.37715,65,00,1,
6243,03929,2022-05-25 11:20:54,25.51252,-103.38021,17,00,1,
6243,03929,2022-05-25 11:21:24,25.51257,-103.38029,0,00,1,
6243,03929,2022-05-25 11:21:55,25.51299,-103.38097,41,00,1,
6243,03929,2022-05-25 11:22:20,25.51492,-103.384,47,00,1,
6243,03929,2022-05-25 11:22:50,25.51648,-103.38685,43,00,1,
6243,03929,2022-05-25 11:23:21,25.51745,-103.38972,30,00,1,
6243,03929,2022-05-25 11:23:51,25.51465,-103.39269,55,00,1,
6243,03929,2022-05-25 11:24:21,25.51303,-103.39442,0,00,1,
6243,03929,2022-05-25 11:24:52,25.51304,-103.3944,0,00,1,
6243,03929,2022-05-25 11:25:22,25.51219,-103.39526,46,00,1,
6243,03929,2022-05-25 11:25:52,25.50966,-103.39792,48,00,1,
6243,03929,2022-05-25 11:26:23,25.50708,-103.40071,44,00,1,
6243,03929,2022-05-25 11:26:53,25.50433,-103.40403,61,00,1,
6243,03929,2022-05-25 11:27:23,25.50121,-103.40667,31,00,1,
6243,03929,2022-05-25 11:27:49,25.49916,-103.40857,57,00,1,
6243,03929,2022-05-25 11:28:19,25.49685,-103.4104,0,00,1,
6243,03929,2022-05-25 11:28:49,25.49672,-103.41051,18,00,1,
6243,03929,2022-05-25 11:29:20,25.49463,-103.40834,50,00,1,
6243,03929,2022-05-25 11:29:50,25.4943,-103.40796,0,00,1,
6243,03929,2022-05-25 11:30:20,25.4943,-103.40797,0,00,1,
6243,03929,2022-05-25 11:30:51,25.49431,-103.40797,0,00,1,
6243,03929,2022-05-25 11:31:21,25.49431,-103.40797,0,00,1,
6243,03930,2022-05-25 11:31:31,25.49431,-103.40797,0,04,1,
