Code vehicule,Code chauffeur,Date (GMT),Latitude,Longitude,Vitesse,I/O,Valide
5121,00009,2022-05-25 10:22:47,0,0,0,04,0,
5121,00009,2022-05-25 10:23:17,0,0,0,04,0,
5121,00009,2022-05-25 10:23:43,0,0,0,04,0,
5121,00009,2022-05-25 10:23:53,25.50929,-103.42599,1,04,1,
5121,00009,2022-05-25 10:24:18,25.5095,-103.42582,1,04,1,
5121,00009,2022-05-25 10:24:49,25.5098,-103.42641,0,04,1,
5121,00009,2022-05-25 10:25:19,25.50991,-103.42639,2,04,1,
5121,00009,2022-05-25 10:25:49,25.50988,-103.42616,0,04,1,
5121,00009,2022-05-25 10:26:16,25.51,-103.42555,4,04,1,
5121,00009,2022-05-25 10:26:46,25.51012,-103.42527,1,04,1,
5121,00009,2022-05-25 10:27:16,25.51008,-103.42557,1,04,1,
5121,00009,2022-05-25 10:27:47,25.50979,-103.4263,1,04,1,
5121,00009,2022-05-25 10:28:17,25.50979,-103.42639,1,04,1,
5121,00009,2022-05-25 10:28:47,25.50981,-103.42642,0,04,1,
5121,00009,2022-05-25 10:29:18,25.50979,-103.42637,1,04,1,
5121,00009,2022-05-25 10:29:43,25.50979,-103.42641,1,04,1,
5121,00009,2022-05-25 10:30:13,25.50983,-103.42632,0,04,1,
5121,00009,2022-05-25 10:30:43,25.50972,-103.42653,1,04,1,
5121,00009,2022-05-25 10:31:14,25.50961,-103.42645,2,04,1,
5121,00009,2022-05-25 10:31:44,25.50956,-103.42651,0,04,1,
5121,00009,2022-05-25 10:32:14,25.50972,-103.42635,2,04,1,
5121,00009,2022-05-25 10:32:45,25.50955,-103.42646,0,04,1,
5121,00009,2022-05-25 10:33:15,25.50973,-103.42644,1,04,1,
5121,00009,2022-05-25 10:33:45,25.50976,-103.42634,0,04,1,
5121,00009,2022-05-25 10:34:16,25.50971,-103.42642,0,04,1,
5121,00009,2022-05-25 10:34:45,25.50983,-103.42635,2,04,1,
5121,00009,2022-05-25 10:35:11,25.50978,-103.42638,4,04,1,
5121,00009,2022-05-25 10:35:42,25.50986,-103.42636,1,04,1,
5121,00009,2022-05-25 10:36:12,25.50993,-103.42635,1,04,1,
5121,00009,2022-05-25 10:36:42,25.50985,-103.42633,0,04,1,
5121,00009,2022-05-25 10:37:13,25.50976,-103.42643,2,04,1,
5121,00009,2022-05-25 10:37:43,25.5099,-103.42633,0,04,1,
5121,00009,2022-05-25 10:38:13,25.51005,-103.42682,8,04,1,
5121,00009,2022-05-25 10:38:18,25.50997,-103.42695,11,04,1,
5121,00009,2022-05-25 10:38:33,25.5096,-103.42718,9,04,1,
5121,00009,2022-05-25 10:38:44,25.50936,-103.42741,8,04,1,
5121,00009,2022-05-25 10:38:54,25.50917,-103.42709,13,04,1,
5121,00009,2022-05-25 10:39:19,25.50843,-103.42602,25,04,1,
5121,00009,2022-05-25 10:39:49,25.50709,-103.42432,28,04,1,
5121,00009,2022-05-25 10:40:20,25.50572,-103.42248,28,04,1,
