Code vehicule,Code chauffeur,Date (GMT),Latitude,Longitude,Vitesse,I/O,Valide
6234,03803,2022-05-25 10:53:58,25.51596,-103.38221,0,00,1,
6234,03803,2022-05-25 10:53:58,25.51596,-103.38221,0,04,1,
6234,03803,2022-05-25 10:54:28,25.51599,-103.38218,0,00,1,
6234,03803,2022-05-25 10:54:59,25.51598,-103.38218,0,00,1,
6234,03803,2022-05-25 10:55:29,25.51597,-103.38219,0,00,1,
6234,03803,2022-05-25 10:55:59,25.51596,-103.3822,0,00,1,
6234,03803,2022-05-25 10:56:30,25.51597,-103.38219,0,00,1,
6234,03803,2022-05-25 10:57:00,25.51596,-103.38218,0,00,1,
6234,03803,2022-05-25 10:57:30,25.51595,-103.38219,0,00,1,
6234,03803,2022-05-25 10:57:56,25.51595,-103.38219,0,00,1,
6234,03803,2022-05-25 10:58:26,25.51595,-103.38219,0,00,1,
6234,03803,2022-05-25 10:58:56,25.51595,-103.38218,0,00,1,
6234,03803,2022-05-25 10:59:27,25.51594,-103.38218,0,00,1,
6234,03803,2022-05-25 10:59:57,25.51593,-103.38217,0,00,1,
6234,03803,2022-05-25 11:00:28,25.51594,-103.38217,0,00,1,
6234,03803,2022-05-25 11:00:58,25.51594,-103.38216,0,00,1,
6234,03803,2022-05-25 11:01:29,25.51594,-103.38217,0,00,1,
6234,03803,2022-05-25 11:01:59,25.51593,-103.38217,0,00,1,
6234,03803,2022-05-25 11:02:24,25.51592,-103.38217,0,00,1,
6234,03803,2022-05-25 11:02:55,25.51592,-103.38218,0,00,1,
6234,03803,2022-05-25 11:03:25,25.51567,-103.38181,8,00,1,
6234,03803,2022-05-25 11:03:51,25.51574,-103.38109,11,00,1,
6234,03804,2022-05-25 11:04:07,25.51525,-103.38032,44,04,1,
6234,03804,2022-05-25 11:04:37,25.51256,-103.3783,39,04,1,
6234,03804,2022-05-25 11:05:02,25.51052,-103.37836,46,04,1,
6234,03804,2022-05-25 11:05:33,25.50763,-103.37837,39,04,1,
6234,03804,2022-05-25 11:06:03,25.50553,-103.37967,29,04,1,
6234,03804,2022-05-25 11:06:34,25.50315,-103.38082,39,04,1,
6234,03804,2022-05-25 11:07:04,25.50085,-103.38259,27,04,1,
6234,03804,2022-05-25 11:07:35,25.49881,-103.38389,23,04,1,
6234,03804,2022-05-25 11:08:05,25.49695,-103.38048,48,04,1,
6234,03804,2022-05-25 11:08:35,25.49676,-103.37992,0,04,1,
6234,03804,2022-05-25 11:09:06,25.49776,-103.38167,38,04,1,
6234,03804,2022-05-25 11:09:36,25.49966,-103.38505,55,04,1,
6234,03804,2022-05-25 11:10:01,25.50128,-103.38793,44,04,1,
6234,03804,2022-05-25 11:10:32,25.5028,-103.39091,33,04,1,
6234,03804,2022-05-25 11:11:02,25.5039,-103.39107,24,04,1,
6234,03804,2022-05-25 11:11:33,25.5054,-103.3899,22,04,1,
6234,03804,2022-05-25 11:12:03,25.505,-103.38889,29,04,1,
6234,03804,2022-05-25 11:12:33,25.50431,-103.38783,26,04,1,
6234,03804,2022-05-25 11:13:04,25.50369,-103.3869,0,04,1,
6234,03804,2022-05-25 11:13:34,25.50338,-103.38639,25,04,1,
6234,03804,2022-05-25 11:14:05,25.50261,-103.38519,34,04,1,
6234,03804,2022-05-25 11:14:30,25.50185,-103.38403,38,04,1,
6234,03804,2022-05-25 11:15:00,25.50118,-103.38297,0,04,1,
6234,03804,2022-05-25 11:15:31,25.50092,-103.38245,13,04,1,
6234,03804,2022-05-25 11:16:01,25.50233,-103.38134,0,04,1,
6234,03804,2022-05-25 11:16:31,25.50366,-103.38044,23,04,1,
6234,03804,2022-05-25 11:17:02,25.5045,-103.38206,9,04,1,
6234,03804,2022-05-25 11:17:32,25.50554,-103.38126,24,04,1,
6234,03804,2022-05-25 11:18:03,25.5062,-103.38076,29,04,1,
6234,03804,2022-05-25 11:18:33,25.50742,-103.38,0,04,1,
6234,03804,2022-05-25 11:19:03,25.50787,-103.38077,17,04,1,
